undermining	disobey
afghan	blanket
screwed	copulate
surface	artifact
large	size
satisfied	meet
buffeted	strike
smoothed	change_surface
tomorrow	day
injects	administer
smoother	power_tool
practitioners	professional
compromised	agree
parrot	bird
template	model
viewer	perceiver
preferring	like
crystal	solid
weekend	time_period
prophet	diviner
sequences	series
bankruptcy	failure
distilled	liquefy
ingratiating	manipulate
finishing	decorativeness
mimics	impersonator
handicapped	people
inquiry	problem_solving
satisfies	meet
halftime	pause
viewed	think
nerds	learner
angle	space
immigrant	migrant
tradition	content
bastards	unpleasant_person
table	array
change	happening
extremes	degree
combustible	fuel
punishment	social_control
discovery	act
motions	visual_communication
sidekicks	friend
squirm	motion
estrogen	steroid_hormone
constant	quantity
angel	spiritual_being
office	place_of_business
northern	middle_english
anger	emotion
stands	support
fantasized	imagine
proceeds	income
son	male_offspring
encounters	fight
reviewed	analyze
portraiture	word_picture
discretion	liberty
hounds	hunting_dog
thrown	propel
throws	propulsion
fuelled	supply
bob	british_monetary_unit
rewarded	recognize
bod	body
enacted	decree
littered	be
venality	corruptness
contriving	create_by_mental_act
tense	grammatical_category
spy	secret_agent
reinvigorated	stimulate
behind	body_part
shades	spectacles
dozens	large_indefinite_quantity
tenth	common_fraction
box	container
tiring	devolve
sentiments	feeling
principals	debt
coheres	touch
bow	knot
boy	male
switch	control
murphy	root_vegetable
workshops	workplace
facial	cranial_nerve
ripper	murderer
unfortunate	person
missive	document
chance	possibility
nature	quality
recycling	use
throwback	organism
clerk	employee
frustrates	prevent
100	large_integer
awards	grant
pageantry	ceremony
heroine	character
tempting	invite
foundering	sinking
stance	position
boardwalk	walk
wobbly	radical
repartee	wit
handles	appendage
occurrences	event
dancing	diversion
boatload	large_indefinite_quantity
stoop	inclination
counts	number
county	region
buried	hide
paint	coating
plunges	swimming
pains	attempt
fighting	conflict
ponder	think
tunisian	african
endear	please
improvisation	creation
democracies	political_orientation
bra	undergarment
dynamics	mechanics
unravels	undo
scandal	gossip
heroism	courage
friend	person
flattens	shape
draws	gully
buries	hide
drawn	move
societies	social_group
heartache	sorrow
deny	contradict
tissues	body_part
pleasure	feeling
invokes	make
convolutions	round_shape
glory	honor
120	large_integer
morning	time_period
secondary	formation
horse	equine
actors	performer
mission	nongovernmental_organization
stops	card_game
extremist	radical
conditions	context
daytime	time_period
lessons	teaching
sub	sandwich
dosage	indefinite_quantity
enhances	intensify
emulates	imitate
dungeons	stronghold
sum	assets
grounded	fasten
stallion	male_horse
defecates	excrete
extended	increase
serving	small_indefinite_quantity
current	electrical_phenomenon
resorting	use
secretary	head
majors	league
managed	succeed
gloom	semidarkness
moulds	soil
misfires	breakdown
participants	associate
cartons	containerful
offensive	operation
storm	atmospheric_phenomenon
manager	administrator
cartoon	wit
texture	tactile_property
overworked	work
manages	succeed
makes	kind
maker	creator
strangling	suffocation
threatened	exist
enemies	military_unit
store	mercantile_establishment
tickled	itch
honoring	conformity
beloved	lover
paralyzed	inactivate
bug	insect
handled	control
amir	ruler
depths	extent
tickles	cutaneous_sensation
earmarks	marker
instincts	aptitude
story	message
detriment	damage
bravura	virtuosity
buy	purchase
express	mail
garner	storehouse
deconstruction	philosophical_doctrine
interviews	interrogation
zero	relative_quantity
cheered	encourage
requiem	song
excesses	overabundance
austerity	self-discipline
seizures	attack
distinctions	discrimination
written	create_verbally
generate	make
passion	feeling
fills	enough
tuck	comestible
publicists	communicator
films	product
tapestry	complexity
greatness	importance
dealers	merchant
drizzle	rain
enhanced	intensify
desecrations	irreverence
tube	conduit
ocean	body_of_water
horns	noisemaker
heavyweight	boxer
idea	content
unfolding	development
adults	person
ballplayer	athlete
prisoners	unfortunate
shelves	support
meatballs	dish
flush	time_period
jettisoned	discard
stomp	social_dancing
mortal	causal_agent
lovely	photographer
normal	practice
skulls	bone
figure	illustration
encourages	support
damsel	maid
calories	work_unit
storylines	plot
stone	natural_object
rousing	change_of_state
zest	enjoyment
motifs	design
booths	table
baffling	confuse
passing	football_play
sack	bag
streets	thoroughfare
tested	evaluate
humility	trait
christianity	religion
bluffs	bank
hack	unskilled_person
seconds	time_unit
retiring	leave_office
children	juvenile
road	way
review	appraisal
wrath	fury
buffs	follower
nobody	commoner
guide	escort
tenet	religious_doctrine
spectacle	sight
ethnic	person
efficiency	ratio
goal	content
natural	achiever
highlander	soldier
arising	become
sleekness	appearance
comprehension	understanding
improvised	perform
scares	anxiety
meanderings	travel
eschews	avoid
whitewash	defeat
acquainted	inform
sensitivity	sense
verve	energy
scared	stimulate
racing	sport
flag	emblem
seasonal	worker
freight	merchandise
range	extent
stylists	artist
rode	travel
snagged	hitch
derive	reason
rock	natural_object
flaw	imperfection
feature	property
screens	surface
flat	plain
recall	request
climax	juncture
penchant	liking
brazen	defy
irrational	real_number
1970s	decade
sickening	repel
haphazardness	irregularity
emailed	telecommunicate
twisted	move
gymnastics	sport
suggest	declare
uncovers	show
filter	device
emotion	feeling
twister	cyclone
prescription	direction
elements	weather
spectator	perceiver
responses	consequence
behaviour	action
raunch	inelegance
apology	acknowledgment
argument	evidence
villain	unwelcome_person
hopeful	applicant
lyricism	musicality
cooks	skilled_worker
annoyances	psychological_state
dozen	large_integer
sags	depression
growing	organic_process
follow-up	work
tad	small_indefinite_quantity
suspending	hang
verse	writing_style
campfire	fire
saga	adventure_story
clothed	change_state
hallmark	characteristic
centuries	time_period
tap	sound
tar	bitumen
goes	shift
bouquet	flower_arrangement
tax	levy
wraps	cloak
lovers	person
tay	tai
ranks	line
chances	possibility
slipperiness	smoothness
safe	strongbox
overstays	bide
destined	ordain
departure	act
favorites	choice
sportsmen	athlete
covering	natural_object
instances	happening
cad	villain
flee	scat
tune	music
skidding	skid
can	container
drama	dramatic_composition
hair	body_covering
award	grant
car	motor_vehicle
marriage	marital_status
floating	swimming
cat	feline
fluke	luck
said	express
bouts	part
cabins	compartment
laziness	inactiveness
smooth	accomplishment
carried	move
tailor-made	clothing
racism	bias
motion	visual_communication
satisfy	meet
plight	difficulty
fault	nonaccomplishment
interplay	interaction
hail	precipitation
distracted	confuse
bites	wound
passive	voice
clothes	clothing
monsoon	wind
carrier	traveler
fragment	part
carries	transportation
detractors	cynic
refreshing	remember
response	consequence
counterparts	equivalent
cooly	asian
shakespearean	scholar
dynamism	doctrine
arguments	evidence
shreds	small_indefinite_quantity
racist	bigot
category	collection
rival	contestant
tends	be
throes	suffering
